,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
306,134,2020,13,1,no_error,"2095
",2095,,"
with open('input.txt') as f:
    timestamp, buses = f.read().splitlines()

timestamp = int(timestamp)
buses = [int(bus) for bus in buses.split(',') if bus != 'x']

# Find the bus with the smallest departure time that is greater than or equal to the timestamp
earliest_bus = min(buses, key=lambda bus: (bus - timestamp % bus) % bus)

# Calculate the number of minutes you'll need to wait for the bus
wait_time = (earliest_bus - timestamp % earliest_bus) % earliest_bus

# Print the product of the bus ID and the number of minutes you'll need to wait
print(earliest_bus * wait_time)
",0.0
307,135,2020,13,2,no_error,"598411311431841
",598411311431841,,"
with open('input.txt') as f:
    buses = [int(bus) if bus != 'x' else None for bus in f.read().splitlines()[1].split(',')]

# Find the first timestamp that works for all buses
timestamp = 0
step = buses[0]
for i, bus in enumerate(buses[1:], 1):
    if bus is None:
        continue
    while (timestamp + i) % bus != 0:
        timestamp += step
    step *= bus

print(timestamp)
",0.0
310,138,2020,14,1,no_error,"14553106347726
",14553106347726,,"
import re

def apply_mask(mask, value):
    value = bin(value)[2:].zfill(36)
    result = """"
    for i in range(36):
        if mask[i] == ""X"":
            result += value[i]
        else:
            result += mask[i]
    return int(result, 2)

def main():
    memory = {}
    mask = """"
    with open(""input.txt"") as f:
        for line in f:
            line = line.strip()
            if line.startswith(""mask""):
                mask = line.split("" = "")[1]
            else:
                match = re.match(r""mem\[(\d+)\] = (\d+)"", line)
                address = int(match.group(1))
                value = int(match.group(2))
                memory[address] = apply_mask(mask, value)
    print(sum(memory.values()))

if __name__ == ""__main__"":
    main()
",0.0
311,139,2020,14,2,runtime_error,,2737766154126,"  File ""/tmp/tmpormlzp05/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def apply_mask(mask, address):
    address = bin(address)[2:].zfill(36)
    result = """"
    for i in range(36):
        if mask[i] == ""0"":
            result += address[i]
        elif mask[i] == ""1"":
            result += ""1""
        else:
            result += ""X""
    return result

def main():
    memory = {}
    mask = """"
    with open(""input.txt"") as f:
        for line in f:
            line = line.strip()
            if line.startswith(""mask""):
                mask = line.split("" = "")[1]
            else:
                match = re.match(r""mem\[(\d+)\] = (\d+)"", line)
                address = int(match.group(1))
                value = int(match.group(2))
                address = apply_mask(mask, address)
                for i in range(2**address.count(""X"")):
                    binary = bin(i)[2:].zfill(address.count(""",2.0
312,140,2020,15,1,wrong_output,"79
",468,,"
def memory_game(starting_numbers, turns):
    spoken_numbers = {}
    for i, number in enumerate(starting_numbers):
        spoken_numbers[number] = [i + 1]

    last_number = starting_numbers[-1]
    for i in range(len(starting_numbers), turns):
        if last_number in spoken_numbers:
            age = i - spoken_numbers[last_number][-1]
            spoken_numbers[last_number].append(i + 1)
            last_number = age
        else:
            spoken_numbers[last_number] = [i + 1]
            last_number = 0

    return last_number


if __name__ == ""__main__"":
    with open(""input.txt"", ""r"") as f:
        starting_numbers = [int(number) for number in f.read().split("","")]

    print(memory_game(starting_numbers, 2020))
",2.0
313,141,2020,15,2,part1_failed,,1801753,,,
314,142,2020,16,1,runtime_error,,26026,"Traceback (most recent call last):
  File ""/tmp/tmpmjk6qrhx/tmp.py"", line 31, in <module>
    tickets.append([int(value) for value in line.split(',')])
  File ""/tmp/tmpmjk6qrhx/tmp.py"", line 31, in <listcomp>
    tickets.append([int(value) for value in line.split(',')])
ValueError: invalid literal for int() with base 10: 'departure location: 33-430 or 456-967'
","
import re

def is_valid(value, rules):
    for rule in rules:
        if re.match(rule, str(value)):
            return True
    return False

def get_error_rate(tickets, rules):
    error_rate = 0
    for ticket in tickets:
        for value in ticket:
            if not is_valid(value, rules):
                error_rate += value
    return error_rate

with open('input.txt') as f:
    rules = []
    tickets = []
    nearby_tickets = []
    for line in f:
        line = line.strip()
        if line.startswith('class'):
            rules = [rule.strip() for rule in line.split(':')[1].split('or')]
        elif line.startswith('your'):
            continue
        elif line.startswith('nearby'):
            continue
        else:
            tickets.append([int(value) for value in line.split(',')])

    error_rate = get_error_rate(tickets, rules)
    print(error_rate)
",2.0
315,143,2020,16,2,part1_failed,,1305243193339,,,
316,144,2020,17,1,runtime_error,,263,"  File ""/tmp/tmph4ue9jd7/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import numpy as np

def get_neighbors(cube, x, y, z):
    neighbors = []
    for i in range(-1, 2):
        for j in range(-1, 2):
            for k in range(-1, 2):
                if i == 0 and j == 0 and k == 0:
                    continue
                if x + i < 0 or x + i >= cube.shape[0]:
                    continue
                if y + j < 0 or y + j >= cube.shape[1]:
                    continue
                if z + k < 0 or z + k >= cube.shape[2]:
                    continue
                neighbors.append(cube[x + i, y + j, z + k])
    return neighbors

def simulate_cycle(cube):
    new_cube = np.zeros_like(cube)
    for x in range(cube.shape[0]):
        for y in range(cube.shape[1]):
            for z in range(cube.shape[2]):
                neighbors = get_neighbors(cube, x, y, z)
                active",2.0
317,145,2020,17,2,part1_failed,,1680,,,
318,146,2020,18,1,runtime_error,,31142189909908,"Traceback (most recent call last):
  File ""/tmp/tmpvutvjqkq/tmp.py"", line 16, in <module>
    print(sum(evaluate(expression) for expression in expressions))
  File ""/tmp/tmpvutvjqkq/tmp.py"", line 16, in <genexpr>
    print(sum(evaluate(expression) for expression in expressions))
  File ""/tmp/tmpvutvjqkq/tmp.py"", line 7, in evaluate
    stack.append(int(stack.pop()) + int(stack.pop()))
IndexError: pop from empty list
","
def evaluate(expression):
    tokens = expression.split()
    stack = []
    for token in tokens:
        if token == ""+"":
            stack.append(int(stack.pop()) + int(stack.pop()))
        elif token == ""*"":
            stack.append(int(stack.pop()) * int(stack.pop()))
        else:
            stack.append(token)
    return sum(int(token) for token in stack)

with open(""input.txt"") as f:
    expressions = f.readlines()
    print(sum(evaluate(expression) for expression in expressions))
",2.0
319,147,2020,18,2,part1_failed,,323912478287549,,,
320,148,2020,19,1,runtime_error,,173,"  File ""/tmp/tmpprelogkr/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def parse_rules(rules):
    rules_dict = {}
    for rule in rules:
        rule_num, rule_def = rule.split(': ')
        rule_def = rule_def.replace('""', '')
        if '|' in rule_def:
            rule_def = rule_def.split(' | ')
        rules_dict[rule_num] = rule_def
    return rules_dict

def generate_regex(rules_dict, rule_num):
    rule_def = rules_dict[rule_num]
    if isinstance(rule_def, str):
        return rule_def
    else:
        return '(' + '|'.join(generate_regex(rules_dict, rule) for rule in rule_def) + ')'

def is_valid_message(message, rules_dict):
    regex = generate_regex(rules_dict, '0')
    return bool(re.fullmatch(regex, message))

def count_valid_messages(messages, rules_dict):
    return sum(is_valid_message(message, rules_dict) for message in messages)",2.0
321,149,2020,19,2,part1_failed,,367,,,
322,150,2020,20,1,runtime_error,,15003787688423,"  File ""/tmp/tmp9eubczvw/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import defaultdict
from itertools import product

def parse_tile(tile):
    lines = tile.split('\n')
    id = int(lines[0].split()[1][:-1])
    image = [line[1:-1] for line in lines[1:]]
    return id, image

def rotate(image):
    return [''.join(row[::-1]) for row in zip(*image)]

def flip(image):
    return [row[::-1] for row in image]

def get_borders(image):
    return [image[0], image[-1], ''.join(row[0] for row in image), ''.join(row[-1] for row in image)]

def match_borders(image1, image2):
    for i in range(4):
        image2 = rotate(image2)
        if any(border1 == border2 for border1, border2 in zip(get_borders(image1), get_borders(image2))):
            return True
    return False

def assemble_image(tiles):
    # Find the corner tile
    corner_tile = next(tile",2.0
323,151,2020,20,2,part1_failed,,1705,,,
324,152,2020,21,1,wrong_output,"3054
",2542,,"
import re

def get_allergens(foods):
    allergens = set()
    for food in foods:
        allergens.update(re.findall(r""\((.*?)\)"", food))
    return allergens

def get_ingredients(foods):
    ingredients = set()
    for food in foods:
        ingredients.update(re.findall(r""([a-z]+)"", food))
    return ingredients

def get_safe_ingredients(foods):
    allergens = get_allergens(foods)
    ingredients = get_ingredients(foods)
    safe_ingredients = ingredients - allergens
    return safe_ingredients

def count_safe_ingredients(foods):
    safe_ingredients = get_safe_ingredients(foods)
    count = 0
    for food in foods:
        for ingredient in safe_ingredients:
            if ingredient in food:
                count += 1
    return count

with open(""input.txt"") as f:
    foods = f.readlines()

print(count_safe_ingredients(foods))
",2.0
325,153,2020,21,2,part1_failed,,"hkflr,ctmcqjf,bfrq,srxphcm,snmxl,zvx,bd,mqvk",,,
326,154,2020,22,1,wrong_output,"30770
",34255,,"
with open('input.txt') as f:
    player1, player2 = f.read().split('\n\n')
    player1 = [int(x) for x in player1.split('\n')[1:]]
    player2 = [int(x) for x in player2.split('\n')[1:]]

while player1 and player2:
    card1 = player1.pop(0)
    card2 = player2.pop(0)
    if card1 > card2:
        player1.append(card1)
        player1.append(card2)
    else:
        player2.append(card2)
        player2.append(card1)

if player1:
    winner = player1
else:
    winner = player2

score = 0
for i, card in enumerate(winner, start=1):
    score += card * i

print(score)
",2.0
327,155,2020,22,2,part1_failed,,33369,,,
328,156,2020,23,1,runtime_error,,49576328,"Traceback (most recent call last):
  File ""/tmp/tmpg_cypdvx/tmp.py"", line 11, in <module>
    cups.insert((cups.index(destination) + 1) % len(cups), *pick_up)
TypeError: insert expected 2 arguments, got 4
","
cups = [int(x) for x in open('input.txt').read().strip()]
current = cups[0]
for _ in range(100):
    pick_up = [cups.pop((cups.index(current) + 1) % len(cups)) for _ in range(3)]
    destination = current - 1
    while destination in pick_up:
        destination -= 1
        if destination < min(cups):
            destination = max(cups)
    cups.insert((cups.index(destination) + 1) % len(cups), *pick_up)
    current = cups[(cups.index(current) + 1) % len(cups)]
print(''.join(str(x) for x in cups[cups.index(1) + 1:] + cups[:cups.index(1)]))
",2.0
329,157,2020,23,2,part1_failed,,511780369955,,,
330,158,2020,24,1,runtime_error,,356,"  File ""/tmp/tmp4chc8w83/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def flip_tile(tile, direction):
    if direction == 'e':
        tile[0] += 1
    elif direction == 'se':
        tile[0] += 1
        tile[1] -= 1
    elif direction == 'sw':
        tile[1] -= 1
    elif direction == 'w':
        tile[0] -= 1
    elif direction == 'nw':
        tile[0] -= 1
        tile[1] += 1
    elif direction == 'ne':
        tile[1] += 1

def count_black_tiles(tiles):
    count = 0
    for tile in tiles:
        if tile[2] == 1:
            count += 1
    return count

def main():
    with open('input.txt', 'r') as f:
        lines = f.readlines()

    tiles = set()
    for line in lines:
        tile = [0, 0, 0]
        for direction in line.strip():
            flip_tile(tile, direction)
        tiles.add(tuple(",2.0
331,159,2020,24,2,part1_failed,,3887,,,
332,160,2020,25,1,timeout_error,,711945,TIMEOUT,"
def transform(subject_number, loop_size):
    value = 1
    for _ in range(loop_size):
        value = (value * subject_number) % 20201227
    return value

def find_loop_size(public_key):
    subject_number = 7
    loop_size = 1
    while True:
        value = transform(subject_number, loop_size)
        if value == public_key:
            return loop_size
        loop_size += 1

card_public_key, door_public_key = map(int, open('input.txt').read().split())
card_loop_size = find_loop_size(card_public_key)
encryption_key = transform(door_public_key, card_loop_size)
print(encryption_key)
",2.0
333,161,2020,25,2,part1_failed,,,,,
334,0,2021,1,1,no_error,"1532
",1532,,"
with open('input.txt') as f:
    lines = f.readlines()

count = 0
for i in range(1, len(lines)):
    if int(lines[i]) > int(lines[i-1]):
        count += 1

print(count)
",0.0
